-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
"('great', 0.012807817816536076)","('popcorn', 0.25593683985281646)","('popcorn', 0.36409797391235454)","('popcorn', 0.32102833406291936)","('bloodwork', 0.11947596338571327)","('maple', 0.35715157943300824)","('wellness', 0.1396646250232084)","('china', 0.21060471102081682)","('david', 0.16768578624251315)","('cat', 0.12972479358586927)","('stool', 0.05412648661229908)","('dog', 0.1080046857562941)","('dog', 0.21529736448044814)","('dog', 0.1932692545035134)","('china', 0.21322545507880739)","('treats', 0.12275351417621232)","('dog', 0.13788987274239106)","('dog', 0.09275572584462347)","('lays', 0.1240222466063695)","('vitamin', 0.049915603782060454)","('cup', 0.0572597168920927)","('hard', 0.04040153775458123)","('gluten', 0.04472509692595568)","('oil', 0.15350967065432464)","('dinner', 0.0735663107323539)","('calorie', 0.090031350322188)","('hot', 0.09149125350244744)","('water', 0.11445998204577602)","('bars', 0.052489690207789)","('second', 0.10545130299044123)","('pasta', 0.3798201679448526)","('bread', 0.06893755314577983)","('rice', 0.07044530714171891)","('coconut', 0.2826607583028545)","('tuna', 0.07968823108866226)","('id', 0.07484076807190441)","('better', 0.0834658028440775)","('noodles', 0.18377467484060991)","('microwave', 0.05382366707329214)","('fat', 0.07723347804344852)","('rose', 0.0642025312209952)","('soup', 0.11871710577203694)","('chips', 0.11236669853888405)","('pork', 0.051949517140035734)","('salt', 0.270120745710309)","('noodles', 0.04497439299896783)","('noodles', 0.05503252491150872)","('skillet', 0.09692944964258886)","('chicken', 0.11845649146006079)","('spicy', 0.10818395401124085)","('soup', 0.05614286879869031)","('hexane', 0.09905163947763067)","('pr', 0.06037497849779703)","('chocolate', 0.04324626488995313)","('licorice', 0.15807852389471203)","('butter', 0.07248720010234845)","('noodles', 0.0770648941731992)","('rice', 0.14895995072578821)","('hours', 0.03323469518755154)","('decaf', 0.1089564431993539)","('cup', 0.1244586204499526)","('coffee', 0.11706761966977182)","('bulk', 0.05603320154596739)","('coffee', 0.0888857752190497)","('tea', 0.1189826220074131)","('deal', 0.0863414372332866)","('cayenne', 0.14999248263755502)","('black', 0.1520537004258013)","('coffee', 0.11773745797766422)","('dandy', 0.1957475758722586)","('cheaper', 0.11588008099005911)","('cheese', 0.09129352010327449)","('cookies', 0.10478361071635693)","('amazon', 0.10206137145722496)","('pez', 0.08230223437514564)","('cheapest', 0.09193888334481959)","('price', 0.052217563677970286)","('gluten', 0.0818863906953159)","('foods', 0.06007029984056042)","('beans', 0.14125943039407282)","('amazon', 0.016459328358927553)","('cake', 0.0595666249295643)","('tea', 0.06478521601688206)","('snack', 0.0743500751306859)","('tea', 0.06019788883521124)","('texture', 0.0787070964899315)","('strawberry', 0.05568193757911219)","('frosting', 0.04076613857913992)","('peanut', 0.07368432190972485)","('corn', 0.067046841445056)","('cookies', 0.14284207841848154)","('coconut', 0.06248905193885419)","('jelly', 0.0803363544755511)","('price', 0.07165824900579325)","('bought', 0.047626263377366966)","('tea', 0.06359651589634337)","('vanilla', 0.1145515249760417)","('corn', 0.06437601946441503)","('breakfast', 0.09735709949899075)","('breakfast', 0.056534779014085754)","('peanut', 0.09027293888416553)","('cookies', 0.1909071263736366)","('daughter', 0.09316667697467416)","('cereal', 0.1789887987392212)","('wheatgrass', 0.10185959830456896)","('daughter', 0.08170678425016328)","('healthier', 0.12079866628992109)","('pleased', 0.05190246759193354)","('win', 0.1339216126758538)","('cheaper', 0.15275101585053247)","('kids', 0.06387539103180147)","('best', 0.12312692928684633)","('chips', 0.12974089895829335)","('chips', 0.10806369285905054)","('banana', 0.14994462272807327)","('dogs', 0.2804258064723115)","('shared', 0.09028452741390823)","('greate', 0.11171778394508255)","('arrived', 0.19616168634580025)","('easy', 0.08495695759594081)","('quickly', 0.08166785966915191)","('raising', 0.10933295458562828)","('oatmeal', 0.09190929371045337)","('bitter', 0.08480098386442084)","('chips', 0.11168347342050566)","('chips', 0.06623830292098425)","('fig', 0.1131976823598364)","('stevia', 0.054393129978741774)","('clusters', 0.041563804176622046)","('chocolate', 0.04301104822000001)","('great', 0.057511086070121585)","('chips', 0.1070398335813162)","('martha', 0.10185959830456896)","('box', 0.04807022849153047)","('cookies', 0.13730266231798496)","('almonds', 0.10299882876365539)","('soda', 0.07174227398723601)","('soda', 0.07097227416713661)","('dispenser', 0.051671168359634895)","('tea', 0.11137005032812966)","('vending', 0.10160781081898888)","('cashews', 0.17129101684494985)","('water', 0.08707860003482538)","('coffee', 0.07749181626091867)","('fondant', 0.18742792214679133)","('breakfast', 0.11918320273550868)","('loves', 0.15778695292695583)","('tea', 0.10556427387424248)","('bars', 0.11994824480888408)","('snack', 0.052307773705016124)","('drink', 0.05788792316624621)","('worst', 0.10320264305861993)","('candy', 0.07680049944069765)","('apple', 0.10170384519242492)","('cinnamon', 0.09725302135725707)","('tea', 0.12311226180883517)","('bitter', 0.11906750387494192)","('supervisor', 0.13060588240093152)","('truffles', 0.07473848588404264)","('frosting', 0.09011462212230929)","('sugar', 0.13140732172116187)","('sweet', 0.046721398883600725)","('orange', 0.10738880324437604)","('orange', 0.11162264179527358)","('tea', 0.1805842833104291)","('tea', 0.21521171589245494)","('tea', 0.11180240722595525)","('throw', 0.1343979778177912)","('awful', 0.05242369678644412)","('plant', 0.1375857177045972)","('plant', 0.10376835274690162)"
"('like', 0.01219091222814026)","('oil', 0.05385974997284984)","('pop', 0.11591442470639178)","('popper', 0.09487476311411612)","('cuppa', 0.11947596338571327)","('syrup', 0.24809456672039806)","('felidae', 0.13729035008146365)","('treats', 0.08756220006618393)","('jumbo', 0.15338986248971398)","('cats', 0.10257107144129876)","('constipation', 0.038079577687888715)","('meat', 0.06495956770540394)","('dogs', 0.12755830908126806)","('treats', 0.19160987607075433)","('dogswell', 0.1315774508047655)","('china', 0.0947396683300786)","('food', 0.08140912259550691)","('food', 0.0666894138257795)","('baked', 0.11354371513872509)","('water', 0.039592482671080495)","('habanero', 0.05405658416097945)","('chips', 0.03682170275197278)","('free', 0.04351561396385574)","('right', 0.10071748477406697)","('food', 0.06364750383188765)","('fond', 0.08801960739544398)","('better', 0.06532267955324907)","('coriander', 0.06277081097786834)","('competitors', 0.03286877297925855)","('biscuits', 0.09245727813326583)","('wheat', 0.1480859736628233)","('mixes', 0.05587888016766697)","('quinoa', 0.05976581392188292)","('samu', 0.07391702974963936)","('orzo', 0.06631246600818222)","('mix', 0.07256219846560667)","('saves', 0.06895286079340805)","('rice', 0.09581641392839162)","('option', 0.04688546897145721)","('transfat', 0.05908391397719092)","('hips', 0.05301507401635548)","('lobster', 0.11299882100048989)","('potato', 0.08046537559126848)","('rinds', 0.048434292647225395)","('table', 0.0776449431120299)","('chili', 0.03590549790650405)","('curry', 0.03872589004166576)","('soup', 0.06939427152598752)","('noodles', 0.04975642130020662)","('sauce', 0.09990762267363411)","('pork', 0.0523701610035178)","('martek', 0.09905163947763067)","('crunch', 0.050878468859675785)","('amazon', 0.038981773820467865)","('chuckles', 0.07478727981830478)","('peanut', 0.05949665744263497)","('soba', 0.051334389830714984)","('lunch', 0.07385230705441902)","('0g', 0.023583203595096698)","('coffee', 0.09380371833774542)","('coffee', 0.11811328121902544)","('starbucks', 0.0776298829767094)","('lentils', 0.052930923105218415)","('starbucks', 0.03143570003052123)","('teas', 0.05502919616563334)","('amazon', 0.0770604949655581)","('click', 0.12885669647591902)","('cherry', 0.14449484838172597)","('strong', 0.027076236510559574)","('heartburn', 0.10790215810387802)","('bulk', 0.09129547493265376)","('fiber', 0.050643310920508)","('sheets', 0.05257768008524252)","('price', 0.09915710206176642)","('packs', 0.06374989016763558)","('cheaper', 0.08529244539877447)","('99', 0.03947480441670937)","('nutiva', 0.05461930994627997)","('amazon', 0.05956443676515936)","('vanilla', 0.09093008556322804)","('just', 0.012131673244082123)","('hines', 0.05230365169464557)","('glycol', 0.041352292278804964)","('bars', 0.07051101241804014)","('tart', 0.04070153297124905)","('hint', 0.07225018342132822)","('bottle', 0.04066650723886396)","('ages', 0.040666951024985)","('cocoa', 0.0712390300734701)","('chips', 0.05136074418193628)","('cookie', 0.06571159429264761)","('oil', 0.04551371433656113)","('beans', 0.05872931752350419)","('hard', 0.061587709991739674)","('wife', 0.03943071146411302)","('bought', 0.027150474919624076)","('beans', 0.08636062033842308)","('cereal', 0.04986116536306876)","('lunch', 0.09145115469291885)","('cookie', 0.05322743607647688)","('butter', 0.06983060114571787)","('oatmeal', 0.07291890311502863)","('eat', 0.04055620855690225)","('cereals', 0.05715463716603519)","('wheat', 0.07571816752895491)","('loves', 0.06965166922061336)","('convenient', 0.06291045442959689)","('order', 0.050352559290080125)","('vor', 0.10364179956351031)","('buying', 0.11032454036400945)","('love', 0.04317052325909929)","('bars', 0.10209994598132213)","('kettle', 0.09326129094401144)","('lime', 0.06284451821547515)","('apple', 0.08887836028984036)","('love', 0.13682086472063743)","('husband', 0.07850243570287882)","('greatr', 0.11171778394508255)","('condition', 0.1335765483988209)","('product', 0.06060007417323772)","('definitely', 0.06776504630859737)","('price', 0.09348144302119393)","('allergic', 0.07929822892680634)","('ended', 0.0577288744656392)","('rinds', 0.0722557339655503)","('worst', 0.05127650313895832)","('biscuits', 0.08186508510440625)","('aspartame', 0.04953592088601186)","('snack', 0.03878202766182751)","('didn', 0.04086848608047958)","('yogurt', 0.05484700053290012)","('right', 0.10670327844280998)","('white', 0.07029448855160655)","('cake', 0.04456875472143794)","('chewy', 0.08496177187434416)","('great', 0.04300652644397099)","('orange', 0.0707194557950769)","('orange', 0.06424937792446347)","('young', 0.044063143109527816)","('green', 0.07250283562485353)","('snack', 0.10129198407589145)","('fresh', 0.07465995423648715)","('drink', 0.05186914501793828)","('cup', 0.051014550878732336)","('enjoyed', 0.14798370074174416)","('healthy', 0.06031293437973864)","('son', 0.11472321173764921)","('teas', 0.037139045971867776)","('bar', 0.10862666998474045)","('low', 0.04055621147072551)","('water', 0.05442248202931238)","('dirt', 0.0514361200937373)","('mints', 0.05675391234934514)","('peanut', 0.09700214529887828)","('clusters', 0.08421979590825023)","('strong', 0.02407229904658637)","('coffee', 0.08442334650397088)","('amazon', 0.07389058567038911)","('price', 0.07448420812151468)","('didn', 0.07689728301984972)","('free', 0.0659688759634708)","('fruit', 0.04615349351096686)","('soda', 0.09299924405752817)","('tangerine', 0.06646670116762059)","('green', 0.15090320141428193)","('iced', 0.06166818869294614)","('milk', 0.06698890599147896)","('threw', 0.10110419410504705)","('disappointed', 0.04633994559128947)","('dead', 0.10410144002734956)","('disappointed', 0.05720980937196231)"
"('taste', 0.012061630237084946)","('salt', 0.04121157587365105)","('theater', 0.10955972644830106)","('theater', 0.07589981049129291)","('pates', 0.11947596338571327)","('spout', 0.09304849627307543)","('grain', 0.0959016832654387)","('chicken', 0.051105808646081344)","('seeds', 0.12360795926364845)","('food', 0.06827202379096389)","('greta', 0.03700384728054109)","('food', 0.06020062676522637)","('food', 0.1089513528289533)","('loves', 0.18057840168307165)","('dog', 0.11557629837419406)","('chicken', 0.07563723688565217)","('bowel', 0.0689388674468913)","('dogs', 0.05405454097222527)","('mustard', 0.04691662837001979)","('candies', 0.02881896532352287)","('keemun', 0.04369680764205199)","('chai', 0.03537621665178019)","('milk', 0.030863532106385507)","('avocado', 0.09150801311101521)","('broccoli', 0.05731834641556697)","('doesn', 0.08612367103845747)","('chocolate', 0.06027294329626727)","('love', 0.054728345888254974)","('snacks', 0.032020181124809824)","('bars', 0.08396377136621885)","('gluten', 0.10821564316077147)","('breakfast', 0.05504702167160981)","('cherries', 0.05870859428923873)","('oil', 0.0735268282339639)","('bacon', 0.03688511243564056)","('figured', 0.05715463716603519)","('worth', 0.05372367724170151)","('tasty', 0.06942703275490984)","('easy', 0.0465059553208549)","('amys', 0.05908391397719092)","('salty', 0.043834359121804486)","('robb', 0.10094605930632171)","('kettle', 0.06523911901717233)","('bag', 0.03733465522493123)","('add', 0.06547103679199644)","('pasta', 0.03292648943442144)","('rice', 0.03382736004776261)","('fish', 0.06454467465609923)","('thai', 0.0443499819564305)","('taco', 0.05563267233953285)","('steak', 0.04671300420821976)","('merchant', 0.08438507595503912)","('surprised', 0.04684820447237985)","('chips', 0.03775662879840958)","('nuts', 0.06422044709928341)","('almond', 0.05426289266054778)","('asian', 0.04593873086906701)","('easy', 0.06948369727777977)","('day', 0.022716802944651473)","('riviera', 0.04632999928260749)","('second', 0.06999387796745445)","('mountain', 0.07321303964781255)","('chips', 0.05260243250281826)","('price', 0.03118534970699047)","('like', 0.026579198233596373)","('shipping', 0.06194289222816593)","('pepper', 0.10435146806179166)","('orange', 0.06330651493605416)","('cup', 0.026571709563186593)","('blend', 0.10178579994727671)","('wal', 0.08129957465750547)","('bars', 0.04963191818536493)","('box', 0.0495030414245487)","('store', 0.09679672554081864)","('12', 0.06305085288884771)","('expensive', 0.0821394250951651)","('00', 0.03756056028043013)","('seeds', 0.05250185004438129)","('earth', 0.05691824244380374)","('bean', 0.053474790053965084)","('time', 0.011744391341559407)","('duncan', 0.047269703220923526)","('chimichurri', 0.041352292278804964)","('road', 0.04831227050993018)","('sleep', 0.0378016610723049)","('great', 0.07209076273091368)","('coconut', 0.03901912741610118)","('steaz', 0.03329919738732027)","('butter', 0.053436076998526094)","('chip', 0.04844430914225276)","('oatmeal', 0.0334324941465568)","('trivedi', 0.04334399659919787)","('puffed', 0.05595148823765265)","('wonderfull', 0.06100534207401014)","('amazon', 0.038863172829167916)","('ginger', 0.02543230086907751)","('extract', 0.07709994013714866)","('fructose', 0.039698192328913806)","('warm', 0.0800864429571582)","('biscuits', 0.05086935186868873)","('eating', 0.046167155240346765)","('brownie', 0.04189974461632436)","('old', 0.0382099447853466)","('healthy', 0.04274927766475981)","('cherries', 0.0754445284078905)","('veggie', 0.05461930994627997)","('chips', 0.05285411878273604)","('days', 0.049342040675192204)","('fla', 0.10364179956351031)","('store', 0.0938634914335211)","('best', 0.036706096257705205)","('protein', 0.10209994598132213)","('chowder', 0.09141624019521209)","('flavoring', 0.04718431813960798)","('bread', 0.07824107248625012)","('doxies', 0.13654395815510087)","('deployed', 0.07245223292067342)","('tastem', 0.11171778394508255)","('shipped', 0.11383166433566583)","('snack', 0.059370721758768306)","('product', 0.05481008703764352)","('couldn', 0.08888457912595939)","('cookies', 0.055700320644586215)","('cherry', 0.053429490448126574)","('yuck', 0.06362929433509347)","('kettle', 0.04273041928246527)","('flour', 0.06635395764636932)","('sugar', 0.04418578758933587)","('oat', 0.03576008121598263)","('like', 0.033853091241311355)","('bread', 0.046337742090913334)","('crunch', 0.10333456466073687)","('chocolate', 0.06679362782400002)","('stale', 0.040842170601152354)","('christmas', 0.07336970252283208)","('almond', 0.03851995466643825)","('sodium', 0.05521462102074169)","('drink', 0.06126077106267561)","('coin', 0.03896119302074587)","('packets', 0.06627164004598465)","('tablets', 0.07323128918863765)","('granola', 0.0678663832194819)","('bottle', 0.049484499879944153)","('cups', 0.04764569034091188)","('water', 0.14407550187580198)","('super', 0.05871377035951978)","('easy', 0.08413213276491226)","('white', 0.03051222609128377)","('chewing', 0.08430882842432127)","('salty', 0.034795320403350614)","('soda', 0.05137769558498915)","('horrible', 0.04798865187980296)","('soft', 0.04813392809173293)","('snack', 0.08517318733325412)","('granola', 0.06274750759952097)","('taste', 0.01995922605132406)","('melitta', 0.06543885092754949)","('unhappy', 0.061633573706274224)","('case', 0.07348532502186123)","('slacked', 0.0754585031909768)","('worms', 0.06589931509270745)","('apples', 0.0459392869566572)","('juice', 0.08929234696833593)","('drink', 0.06004031169884636)","('lemon', 0.0370272661200134)","('love', 0.048836909220397504)","('almond', 0.03857097447394346)","('away', 0.09668797523922439)","('bland', 0.042638603257665546)","('ended', 0.08865505721508876)","('received', 0.05693457135846855)"
"('product', 0.011822943821513403)","('popped', 0.038655732422465665)","('movie', 0.10499686967495339)","('salty', 0.059319732976796526)","('foot', 0.10421745937643398)","('autoship', 0.08489382356060549)","('prowl', 0.08011021788366456)","('dogs', 0.049835897906221796)","('ranch', 0.08513086852401772)","('science', 0.03989948313919091)","('colon', 0.03461025580754375)","('corn', 0.056772552598539236)","('fromm', 0.07815135381932996)","('ace', 0.14646522561502612)","('usa', 0.0978085523698051)","('dogs', 0.06490682271506086)","('outside', 0.061346040436613035)","('pet', 0.03786780653032109)","('total', 0.04369029965283661)","('calories', 0.02801145589926163)","('conjou', 0.04369680764205199)","('bobo', 0.03515165414760627)","('df', 0.030089636193361684)","('evident', 0.08799969515428617)","('turkey', 0.05033702601703615)","('bars', 0.06886237363848166)","('cocoa', 0.05775279943595349)","('mineral', 0.05282824773584161)","('cheddar', 0.030365935130941307)","('favorite', 0.08065618675665316)","('free', 0.08523412292625432)","('lo', 0.05257768008524252)","('oats', 0.05089520841394115)","('water', 0.07257635094491334)","('mayonnaise', 0.03503346955113707)","('stores', 0.046161021273512556)","('gluten', 0.048718596323375205)","('wild', 0.0685426670592655)","('meal', 0.04290267453792413)","('eat', 0.049718816547044305)","('salt', 0.040196028296478406)","('jay', 0.0970758968966565)","('gravy', 0.05560463517071419)","('microwave', 0.03295446866809453)","('grinder', 0.06412784914670693)","('spaghetti', 0.03279707815207637)","('soup', 0.030146279550601097)","('pasta', 0.05369434400888451)","('soup', 0.041847721141536044)","('bell', 0.05472435802401752)","('chicken', 0.04000811740530549)","('solvents', 0.06425009334474813)","('36', 0.044038595570344584)","('apples', 0.032031885631887934)","('black', 0.04942813875328885)","('almonds', 0.0453418757057396)","('wrappers', 0.044491434599345556)","('makes', 0.06216537536847643)","('late', 0.021127411989924173)","('espresso', 0.04552154580784804)","('morning', 0.04843224347597721)","('decaf', 0.06574158149258674)","('amazon', 0.051840696613193626)","('medium', 0.03070125089350569)","('color', 0.02600193196972884)","('years', 0.061168867957859405)","('deer', 0.08932925089408626)","('juice', 0.059949421628112336)","('roast', 0.026230127987546037)","('worry', 0.08879585743138915)","('mart', 0.07733154607196366)","('bar', 0.04815782369323494)","('store', 0.04851966192522238)","('flavour', 0.0683346893480276)","('pack', 0.05993244282732052)","('local', 0.07700316903579339)","('store', 0.036033737348074586)","('hemp', 0.04674083512307931)","('stores', 0.04243083773625902)","('smell', 0.03954907007637486)","('product', 0.011653304014950244)","('cakes', 0.03644802743647019)","('propylene', 0.041352292278804964)","('protein', 0.04406938276127509)","('bottle', 0.033303355967801825)","('altho', 0.06993714929895412)","('tomatoes', 0.037743628317193044)","('drops', 0.029130298638015986)","('gritty', 0.04837596158902099)","('flakes', 0.04692510856516916)","('flour', 0.0293432307795831)","('drink', 0.03413289811614327)","('rice', 0.04066355127692718)","('purchase', 0.05062327866040115)","('parents', 0.03720044796551495)","('favorite', 0.025060793922754048)","('pancake', 0.0599098646338872)","('wheat', 0.03735204246406034)","('pita', 0.07245223292067342)","('lane', 0.04345747340793386)","('oatcake', 0.041409016666028337)","('soft', 0.04116934431818596)","('baby', 0.035105865253257325)","('wheats', 0.04122888502803982)","('grass', 0.07307774034710167)","('old', 0.051788121592996554)","('purse', 0.052739013496775504)","('shipped', 0.0415923388918779)","('blend', 0.09401901199949254)","('stores', 0.09165060951031948)","('begging', 0.03502252813691447)","('ive', 0.09787780342373371)","('cooked', 0.09043078187110158)","('salt', 0.040713851527350915)","('bar', 0.06392631463703753)","('considers', 0.13654395815510087)","('gift', 0.0679542118391118)","('tasteeses', 0.11171778394508255)","('suppliments', 0.1131877547864652)","('great', 0.05704976719790135)","('company', 0.04920581495577236)","('product', 0.07684484930126183)","('frosting', 0.05543021720472982)","('tasted', 0.05332137068532199)","('pork', 0.06340896945033773)","('sour', 0.040847620792211436)","('mix', 0.05641534808859983)","('mint', 0.04029478085654246)","('sugar', 0.035087590115969736)","('unit', 0.031664265767359194)","('tasty', 0.04558605169567665)","('couscous', 0.10112911352079877)","('crocker', 0.05463638014760018)","('frosting', 0.04018148730877416)","('cranberries', 0.0710933497798174)","('cotton', 0.03699910820813363)","('heart', 0.054042679341593826)","('juice', 0.059490234568833185)","('crank', 0.03896119302074587)","('packet', 0.06580716487713384)","('snacks', 0.06278611552353262)","('stuff', 0.0636324113217923)","('energy', 0.047599183778950574)","('filter', 0.04031526267599537)","('unpleant', 0.11171778394508255)","('perfect', 0.0560238582932186)","('feed', 0.06983893505826753)","('honey', 0.028815452317042262)","('suggest', 0.07505791655830273)","('chips', 0.03415440626287227)","('juice', 0.04795953730248987)","('review', 0.02986826987448047)","('cinnamon', 0.04801320333673592)","('chips', 0.06991462547842932)","('almond', 0.05314066738654619)","('oolong', 0.019789584096682654)","('stride', 0.06125434347023059)","('customer', 0.06053123942144558)","('shipping', 0.06778820741026047)","('await', 0.0754585031909768)","('gummi', 0.062196437393089506)","('tasty', 0.04568182071184404)","('tangerine', 0.07291360797486249)","('juice', 0.055960614709607795)","('grass', 0.03524316555746747)","('ice', 0.04474004548004344)","('iced', 0.03844392160460925)","('horrible', 0.09063203312942984)","('did', 0.042143595923602284)","('care', 0.08079878428331494)","('bad', 0.04851780449770951)"
"('good', 0.011782267951457958)","('popper', 0.03850662757198846)","('enthusiasts', 0.07480234229366396)","('india', 0.056924857868469673)","('came', 0.09645474024578564)","('pancakes', 0.07925992058114198)","('free', 0.06855128747805507)","('fda', 0.049279915596459695)","('expensive', 0.07288948983670056)","('felidae', 0.033797384978003116)","('breast', 0.025381393394168582)","('sojo', 0.04545496064662341)","('loves', 0.05867168285731571)","('pocket', 0.11180222233907072)","('products', 0.08748917358074502)","('dog', 0.0581994999620224)","('dogs', 0.06127222823499061)","('farms', 0.02038923163749431)","('popchips', 0.041584463278633875)","('bottle', 0.024999307180208125)","('darjeeling', 0.041456668923222355)","('favorite', 0.03405483440836467)","('fat', 0.028137268248760647)","('passing', 0.08799969515428617)","('baby', 0.040138616711858865)","('filling', 0.06807292594048153)","('milk', 0.04300907489349661)","('tried', 0.050749282380684636)","('protein', 0.02999410869016514)","('labrada', 0.0754585031909768)","('regular', 0.08064820238359284)","('cornbread', 0.05004781364448153)","('steamed', 0.04924529191082575)","('western', 0.06743901871636884)","('boboli', 0.02961969898067071)","('quickly', 0.04448782936451447)","('italy', 0.04696588974238364)","('liked', 0.06323785225242526)","('turkey', 0.042697924573186594)","('competitor', 0.04151770174914127)","('bloody', 0.03441641495700222)","('chicken', 0.08862784752565432)","('potatoes', 0.0404403924826777)","('15', 0.02807143060340652)","('himalayan', 0.055507500020395895)","('ve', 0.03271510379487231)","('thai', 0.027108123029166032)","('dish', 0.042323718506486994)","('seasoning', 0.035669744983960056)","('hot', 0.03925280754823856)","('tomato', 0.03938947162338453)","('website', 0.05779793935269039)","('fresh', 0.0433141719234582)","('mango', 0.0317825128911528)","('laces', 0.04646399635440038)","('chocolate', 0.043932713539)","('package', 0.03690952417383914)","('tasty', 0.05811829958452247)","('days', 0.020453565133737778)","('sunset', 0.04528135520214995)","('lid', 0.04572029287148369)","('green', 0.051394568597617755)","('excited', 0.04309268495110131)","('iron', 0.029855714110334497)","('iced', 0.025742936418164063)","('box', 0.05084096146305002)","('season', 0.06940096001823304)","('health', 0.0558555559201544)","('smooth', 0.02254495406111582)","('coffee', 0.08301158485674728)","('snack', 0.07424752330291944)","('pretty', 0.04173331586799843)","('knock', 0.04815823147695592)","('stores', 0.06300979403834464)","('candy', 0.055188964854882)","('store', 0.06551385823405662)","('grocery', 0.03058970748645961)","('free', 0.04299757094047651)","('cheaper', 0.04243083773625902)","('plump', 0.03798958948063545)","('tried', 0.011448572893231555)","('jars', 0.02879514987237894)","('stopped', 0.03318035422793149)","('carry', 0.03722150966517717)","('better', 0.02988102196906039)","('seating', 0.06993714929895412)","('juice', 0.036891951771146056)","('ve', 0.026851877400466618)","('milk', 0.04421033568493585)","('crackers', 0.04518808599271912)","('gluten', 0.02700081184850456)","('slaw', 0.03268232307112154)","('white', 0.03552229108972191)","('supply', 0.0444453264052212)","('son', 0.03691005607445117)","('coconut', 0.024729927341296344)","('syrups', 0.04962180827103961)","('cereals', 0.03715051415792287)","('microwave', 0.06858836601968914)","('surprised', 0.039492373139522266)","('hnc', 0.041409016666028337)","('cookie', 0.04046743427732146)","('varieties', 0.034717159773360685)","('milk', 0.04042087834051278)","('frig', 0.06328354254603852)","('mother', 0.046145376422198306)","('great', 0.047729948769809474)","('definitely', 0.037683447226095006)","('sensible', 0.09040550692895478)","('pretty', 0.0853636006390877)","('family', 0.0338215962276276)","('pamela', 0.08970459344347785)","('crust', 0.07460062987983802)","('flavor', 0.03543693558013009)","('lana', 0.06026999906675488)","('quickly', 0.12852039594193065)","('son', 0.06285367451583972)","('tastee', 0.11171778394508255)","('quickly', 0.10653664400449515)","('awesome', 0.047406664748902795)","('service', 0.04908892152066481)","('kept', 0.07604167311083708)","('gooey', 0.046926818863967774)","('hoping', 0.052417730250572746)","('hideous', 0.058155310170672145)","('hot', 0.040422703884476156)","('recipe', 0.055761588066189596)","('banana', 0.03865125148165903)","('calories', 0.0347985366569413)","('problem', 0.031571999798886544)","('easy', 0.04087551733389605)","('delicious', 0.08654661614867151)","('betty', 0.05275729087358892)","('crumbs', 0.03987850530628003)","('chocolate', 0.06059684626068967)","('good', 0.030625527736635922)","('100', 0.05215812977353072)","('tangerine', 0.03793905160796471)","('son', 0.03880620955329349)","('oz', 0.060338231108650865)","('chips', 0.05938984314834319)","('bag', 0.05125795521858979)","('drinks', 0.04570706101741224)","('filters', 0.03916902137270867)","('combimation', 0.11171778394508255)","('grocery', 0.04477174628956738)","('fruit', 0.06094053512127663)","('brewed', 0.027572333948694835)","('substitute', 0.07211438908272236)","('bars', 0.033822861963777213)","('love', 0.04228539177592531)","('ve', 0.02771409364727059)","('nice', 0.047777059660966306)","('perfect', 0.05717624778342721)","('smile', 0.04761188191307679)","('great', 0.019730600113918913)","('bad', 0.05881546096252948)","('service', 0.057807202831461624)","('flops', 0.06057936171669969)","('eatting', 0.06937826476501238)","('licorice', 0.059254838969250705)","('licorice', 0.04543700887348006)","('100', 0.05215812977353072)","('pineapple', 0.05025962290578894)","('organic', 0.028898073466563687)","('fantastic', 0.044526238292458366)","('mango', 0.03592195717498948)","('extremely', 0.08861653423220327)","('inside', 0.041938957429155294)","('giving', 0.07699660576112438)","('return', 0.04717619930350536)"
